COURSECODE,COURSETITLE,DELIVERY,CLASSNUM,STATUS,DURATION,STUMAX,PRICE,CATEGORY,SUBCATEGORY
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,M24K,Standby             ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,MZ47,Available           ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M9X7,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M314,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M9X6,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,MZ49,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,MZ50,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AS240,System Operator Workshop for IBM i,CLASSROOM,M3C7,Available           ,4,8,3500,IBM System i,System Operations
B5152,IBM Cognos Framework Manager: Design Metadata Models (V10.1),CLASSROOM,M30M,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.1)
CV831,DB2 10 for z/OS Database Administration Workshop Part 1,CLASSROOM,M3F5,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
CV851,DB2 10 for z/OS System Administration,CLASSROOM,M3G5,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
D8L89,IBM Lotus Domino 8.5 System Administration Bootcamp,CLASSROOM,M3J5,Available           ,5,8,3000,Lotus,IBM Notes and Domino 8.5
DW501,IBM Netezza Appliance Usage,CLASSROOM,M3V4,Available           ,3,8,2250,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW501,IBM Netezza Appliance Usage,CLASSROOM,MZ52,Available           ,3,8,2250,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW520,IBM Netezza Appliance Usage and Advanced Concepts,CLASSROOM,MZ53,Available           ,5,8,3750,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW520,IBM Netezza Appliance Usage and Advanced Concepts,CLASSROOM,MZ54,Available           ,5,8,3750,Big Data Analytics,Netezza Data Warehouse Appliances - BD
F1420,IBM FileNet P8 Platform 5.0: System Implementation and Administration,CLASSROOM,M32B,Available           ,5,8,3750,Enterprise Content Management,FileNet P8 Platform (Content Manager)
I5150,IBM Cognos Query Studio: Build Ad Hoc Reports (V10.1/10.2) - ILO,CLASSROOM,NJ53,Available           ,1,12,700,Cognos,BI - Cognos BI (version 10.1)
I6507,IBM Cognos TM1: Analyze Data (V9.5) - ILO,CLASSROOM,NJ54,Available           ,3,12,2100,Cognos,PM - Cognos TM1
KM202,IBM InfoSphere DataStage Essentials 9.1,CLASSROOM,M3D0,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
KM211,IBM InfoSphere QualityStage Essentials V8.7,CLASSROOM,M31B,Available           ,4,8,3400,Information Integration,InfoSphere QualityStage
KM500,IBM InfoSphere Information Server Administration V8,CLASSROOM,M3X1,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
OE980,Introduction to IBM i for New Users,CLASSROOM,MZ56,Available           ,1,8,800,IBM System i,System i Introductory Courses
OE980,Introduction to IBM i for New Users,CLASSROOM,MZ55,Available           ,1,8,800,IBM System i,System i Introductory Courses
P8152,IBM Cognos TM1: Design and Develop Models (V10.1),CLASSROOM,MZ57,Available           ,5,8,3500,Cognos,PM - Cognos TM1 (version 10.1)
P8152,IBM Cognos TM1: Design and Develop Models (V10.1),CLASSROOM,MZ58,Available           ,5,8,3500,Cognos,PM - Cognos TM1 (version 10.1)
P8152,IBM Cognos TM1: Design and Develop Models (V10.1),CLASSROOM,M3M2,Available           ,5,8,3500,Cognos,PM - Cognos TM1 (version 10.1)
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M3R8,Available           ,4,8,2800,Rational Software,Requirements definition and management
QN114,"IBM Rational DOORS Practitioner, V9.4",CLASSROOM,M04E,Available           ,1,8,795,Rational Software,Requirements definition and management
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M9X0,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M9X1,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
TN043,IBM Tivoli Netcool/Impact 6.1 Administration and Implementation,CLASSROOM,M3B5,Available           ,4,8,2600,Tivoli Network Service Assurance,Netcool/Impact
TP411,IBM Tivoli Endpoint Manager 8.1 Introduction,CLASSROOM,M299,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M90G,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M90E,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M90H,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M90F,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
VB751,Developing Applications for IBM Business Process Manager Advanced V7.5 - I (ILO),CLASSROOM,MY41,Available           ,5,12,3875,Business Process Management,IBM Business Process Manager Advanced
WA170,IBM WebSphere Application Server V7 Administration on AIX,CLASSROOM,M27X,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA180,WebSphere Application Server V8 Administration for AIX,CLASSROOM,MZ62,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA180,WebSphere Application Server V8 Administration for AIX,CLASSROOM,MZ61,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA370,IBM WebSphere Application Server V7 Administration on Windows,CLASSROOM,M3Z6,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M33V,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,MZ64,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,MZ63,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WB751,Developing Applications for IBM Business Process Manager Advanced V7.5 - I,CLASSROOM,MY42,Available           ,5,12,3875,Business Process Management,IBM Business Process Manager Advanced
WB753,Developing Applications for IBM WebSphere Enterprise Service Bus V7.5,CLASSROOM,M3Q5,Available           ,5,8,3875,Application Integration,WebSphere Enterprise Service Bus
WE400,"Accelerate, Secure and Integrate with IBM DataPower V4.0.1",CLASSROOM,M338,Available           ,5,8,3875,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WM206,IBM WebSphere MQ V7.1 System Administration (using Linux for labs),CLASSROOM,M3D6,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM644,IBM WebSphere Message Broker V8.0 System Administration,CLASSROOM,MZ66,Available           ,5,8,2900,Application Integration,WebSphere Message Broker
WM644,IBM WebSphere Message Broker V8.0 System Administration,CLASSROOM,MZ65,Available           ,5,10,2900,Application Integration,WebSphere Message Broker
WPL43,Developing websites using IBM Web Content Manager 8,CLASSROOM,M00W,Available           ,5,10,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL43,Developing websites using IBM Web Content Manager 8,CLASSROOM,M9K1,Closed              ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL43,Developing websites using IBM Web Content Manager 8,CLASSROOM,M011,Available           ,5,10,3500,WebSphere Portal,IBM Websphere Portal 7.0
WU582,IBM WebSphere Application Server V8 Problem Determination,CLASSROOM,MZ67,Available           ,4,8,2900,WebSphere Application Server,Administration for distributed systems
WU582,IBM WebSphere Application Server V8 Problem Determination,CLASSROOM,MZ68,Available           ,4,8,2900,WebSphere Application Server,Administration for distributed systems
AS240,System Operator Workshop for IBM i,CLASSROOM,MZ70,Available           ,4,8,3500,IBM System i,System Operations
AS240,System Operator Workshop for IBM i,CLASSROOM,MZ69,Available           ,4,8,3500,IBM System i,System Operations
QQ143,Essentials of IBM Rational Rhapsody for Systems Engineers V7.6.1,CLASSROOM,M04C,Available           ,3,8,2100,Rational Software,Architecture management
TP421,IBM Tivoli Endpoint Manager 8.1 Administration,CLASSROOM,M3A2,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
0A032,Predictive Modeling with IBM SPSS Modeler - ILT,CLASSROOM,M28N,Available           ,3,8,2100,SPSS,Modeler Advanced
1R048,IBM Cognos ICM Tools and Automation Version 7.3 - ILO,CLASSROOM,NJ55,Available           ,1,12,700,Varicent,Cognos ICM (version 7.x)
B5150,IBM Cognos Query Studio: Build Ad Hoc Reports (V10.1/10.2),CLASSROOM,M3K4,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
TP441,IBM Tivoli Endpoint Manager 8.1 Advanced Master Operator,CLASSROOM,M3A5,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
2K100,IBM Cognos Financial Statement Reporting (FSR) (V6.6) - ILO,CLASSROOM,NJ56,Available           ,2,12,1400,Clarity,Financial Statement Reporting (FSR)
B5198,IBM Cognos Report Studio: Author Active Reports (V10.1),CLASSROOM,M3K1,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
DW510,IBM Netezza Appliance Advanced Concepts,CLASSROOM,MZ71,Available           ,2,8,1500,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW510,IBM Netezza Appliance Advanced Concepts,CLASSROOM,MZ72,Available           ,2,8,1500,Big Data Analytics,Netezza Data Warehouse Appliances - BD
O2451,IBM Cognos 8 BI Analysis Studio: Analyze Data (V8.4) - Instructor-led Online,CLASSROOM,NJ57,Available           ,1,12,700,Cognos,BI - Cognos 8 (version 8.4)
B5151,IBM Cognos BI Analysis Studio: Analyze Data (V10.1/10.2),CLASSROOM,M3J8,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
WM101,Technical Introduction to IBM WebSphere MQ,CLASSROOM,M3E2,Available           ,1,8,725,Application Integration,WebSphere MQ
WU503,Mobile Application Development with IBM Worklight V5 - Early Education,CLASSROOM,MY09,Available           ,5,12,3875,IBM Mobile Enterprise,IBM Worklight
WU503,Mobile Application Development with IBM Worklight V5 - Early Education,CLASSROOM,MY12,Available           ,5,12,3875,IBM Mobile Enterprise,IBM Worklight
2K101,IBM Cognos Financial Statement Reporting (FSR): XBRL (V6.6) - ILO,CLASSROOM,NJ58,Available           ,2,12,1400,Clarity,Financial Statement Reporting (FSR)
6T705,IBM Sterling Connect:Direct for UNIX Fundamentals,CLASSROOM,M29V,Available           ,3,8,2325,Managed File Transfer,Sterling Connect:Direct
6T735,IBM Sterling  Secure Proxy Technical Fundamentals,CLASSROOM,M3C4,Available           ,4,8,3100,Managed File Transfer,Sterling Secure Proxy
8V354,IBM Tivoli Monitoring 6.2.3 for Implementers (ILO),CLASSROOM,N15Z,Available           ,3,12,1800,Tivoli Service Availability and Performance Management,Monitoring
9T317,Introduction to IBM Unica Campaign 8.5,CLASSROOM,M287,Available           ,3,8,2250,Cross Channel Campaign Management,Unica Campaign
AN150,Power Systems for AIX III: Advanced Administration and Problem Determination,CLASSROOM,MZ73,Available           ,5,8,3875,"IBM System p, AIX, and UNIX",AIX System Administration
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,MZ75,Available           ,4.5,8,4095,"IBM System p, AIX, and UNIX",AIX System Administration
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,MZ76,Available           ,4.5,8,4095,"IBM System p, AIX, and UNIX",AIX System Administration
AN410,"PowerHA SystemMirror 6.1 Planning, Implementation and Administration",CLASSROOM,MZ77,Available           ,5,8,4495,"IBM System p, AIX, and UNIX",AIX High Availability
AN410,"PowerHA SystemMirror 6.1 Planning, Implementation and Administration",CLASSROOM,MZ78,Available           ,5,8,4495,"IBM System p, AIX, and UNIX",AIX High Availability
AN410,"PowerHA SystemMirror 6.1 Planning, Implementation and Administration",CLASSROOM,M3J2,Available           ,5,8,4495,"IBM System p, AIX, and UNIX",AIX High Availability
AN510,Power Systems for AIX IV: Performance Management,CLASSROOM,M3I9,Available           ,5,8,4195,"IBM System p, AIX, and UNIX",AIX System Administration
AN610,"PowerHA 7 Planning, Implementing, Customizing and Administration",CLASSROOM,M3I6,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
B5160,IBM Cognos Report Studio: Author Professional Reports (V10.1),CLASSROOM,M30E,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.1)
B5182,IBM Cognos Transformer: Design OLAP Models (V10.1),CLASSROOM,N30V,Available           ,4,12,2800,Cognos,BI - Cognos BI (version 10.1)
B5252,IBM Cognos Framework Manager: Design Metadata Models (V10.2),CLASSROOM,MZ79,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5252,IBM Cognos Framework Manager: Design Metadata Models (V10.2),CLASSROOM,MZ80,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5260,IBM Cognos Report Studio: Author Professional Reports (V10.2),CLASSROOM,M30I,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5282,IBM Cognos Transformer: Design OLAP Models (V10.2),CLASSROOM,M3L9,Available           ,4,8,2800,Cognos,BI - Cognos BI (version 10.2)
CV831,DB2 10 for z/OS Database Administration Workshop Part 1,CLASSROOM,M4J9,Available           ,5,8,3685,DB2 Information Management,DB2 UDB for z/OS/390
CV831,DB2 10 for z/OS Database Administration Workshop Part 1,CLASSROOM,M0A6,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
CV831,DB2 10 for z/OS Database Administration Workshop Part 1,CLASSROOM,M0A5,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
D8L51,Fundamentals of IBM Lotus Domino 8.5.1 Application Development,CLASSROOM,M01M,Available           ,5,10,3000,Lotus,IBM Notes and Domino 8.5.x
D8L51,Fundamentals of IBM Lotus Domino 8.5.1 Application Development,CLASSROOM,M02R,Available           ,5,10,3000,Lotus,IBM Notes and Domino 8.5.x
D8L51,Fundamentals of IBM Lotus Domino 8.5.1 Application Development,CLASSROOM,M3F2,Available           ,5,8,3000,Lotus,IBM Notes and Domino 8.5.x
I5152,IBM Cognos Framework Manager: Design Metadata Models (V10.1) - ILO,CLASSROOM,NJ59,Available           ,5,12,3500,Cognos,BI - Cognos BI (version 10.1)
KM202,IBM InfoSphere DataStage Essentials 9.1,CLASSROOM,M059,Available           ,4,8,3740,Information Platform and Solutions,Master Data Management
KM202,IBM InfoSphere DataStage Essentials 9.1,CLASSROOM,MZ82,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
KM202,IBM InfoSphere DataStage Essentials 9.1,CLASSROOM,MZ81,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,NB43,Available           ,3,8,1995,IBM System x,Technical
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,MY70,Available           ,3,8,1995,IBM System x,Technical
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,MY69,Available           ,3,8,1995,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,NB45,Available           ,5,8,3250,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,MY72,Available           ,5,8,3250,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,MY71,Available           ,5,8,3250,IBM System x,Technical
O2457,IBM Cognos 8 BI Metrics Manager: Design Scorecards (V8.4) - ILO,CLASSROOM,NJ60,Available           ,3,12,2100,Cognos,BI - Cognos 8 (version 8.4)
OL190,IBM i Administration and Control,CLASSROOM,M35M,Available           ,4,8,3665,IBM System i,System Administration for System i
OL190,IBM i Administration and Control,CLASSROOM,M90D,Available           ,4.5,8,3665,IBM System i,System Administration for System i
OL190,IBM i Administration and Control,CLASSROOM,M90C,Available           ,4.5,8,3665,IBM System i,System Administration for System i
